1.0.-Etxebizitza salerosketak. 2020ko 4. hiruhilekoa;;;;;;;
1.0.- Número de compraventas de vivienda. 4 trimestre 2020;;;;;;;
;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;264,00;266,00;156,00;307,00;185,00; n.d. 
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;272,00;278,00;167,00;295,00;163,00;158,00
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;290,00;287,00;185,00;316,00; n.d. ; n.d. 
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;274,00;275,00;198,00;283,00;275,00;154,00
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;290,00;291,00;182,00;310,00;299,00;150,00
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;297,00;301,00;181,00;301,00;220,00;150,00
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;290,00;294,00;199,00;302,00;261,00;186,00
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;287,00;288,00;184,00;306,00;210,00;147,00
Erakunde Autonomoa/CCAA;MADRIL/MADRID;321,00;326,00;174,00;295,00;281,00; n.d. 
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;277,00;277,00;198,00;304,00;262,00;173,00
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;279,00;281,00;166,00;310,00; n.d. ; n.d. 
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;275,00;275,00;166,00;305,00; n.d. ; n.d. 
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;284,00;283,00;180,00;319,00;201,00;145,00
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;274,00;289,00;190,00;192,00; n.d. ; n.d. 
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;209,00;245,00;146,00;115,00; n.d. ; n.d. 
Hiriburak/Capitales de TTHH;Bilbao;286,00;289,00;165,00;327,00; n.d. ; n.d. 
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;305,00;301,00; n.d. ;346,00; n.d. ; n.d. 
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;292,00;287,00;232,00;340,00; n.d. ;148,00
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;297,00;303,00;211,00;305,00;205,00;148,00
Eskualde Egitura/Áreas funcionales;Álava Central;277,00;291,00;190,00;197,00; n.d. ; n.d. 
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;277,00;286,00; n.d. ; n.d. ; n.d. ; n.d. 
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;257,00;235,00; n.d. ;324,00; n.d. ; n.d. 
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;295,00;299,00;189,00;307,00;155,00; n.d. 
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;244,00;268,00;172,00;158,00; n.d. ; n.d. 
Eskualde Egitura/Áreas funcionales;Durango;285,00;306,00;228,00;336,00; n.d. ; n.d. 
Eskualde Egitura/Áreas funcionales;Eibar;278,00;286,00; n.d. ; n.d. ; n.d. ; n.d. 
Eskualde Egitura/Áreas funcionales;Gernika-Markina;285,00;299,00; n.d. ; n.d. ; n.d. ; n.d. 
Eskualde Egitura/Áreas funcionales;Igorre;324,00;333,00; n.d. ; n.d. ; n.d. ; n.d. 
Eskualde Egitura/Áreas funcionales;Laguardia;225,00; n.d. ; n.d. ; n.d. ; n.d. ; n.d. 
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;306,00;297,00; n.d. ;344,00; n.d. ; n.d. 
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;284,00;285,00; n.d. ; n.d. ; n.d. ; n.d. 
Eskualde Egitura/Áreas funcionales;Mungia;320,00;332,00; n.d. ; n.d. ; n.d. ; n.d. 
Eskualde Egitura/Áreas funcionales;Tolosa;285,00;297,00; n.d. ; n.d. ; n.d. ; n.d. 
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;346,00;332,00;273,00;387,00; n.d. ; n.d. 
;;;;;;;
3.5.1.- Batez besteko hileroko hipoteka-kuota (€) eta  Soldata-kostuari buruz ehunekoa. 2020ko 4. hiruhilekoa;;;;;;;
3.5.1.- Cuota hipotecaria mensual media (€) y Porcentaje respecto al coste salarial. 4 trimestre 2020;;;;;;;
;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                           ÁMBITO;Hileko kuota Cuota mensual;Soldata-kostua Coste salarial;% soldataren gaineko kuota % cuota sobre salario;;;
Nazionala/Nacional;ESPAÑA;592,02;1.907,10;31,04;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;677,28;2.247,18;30,14;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;503,32;1.688,35;29,81;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;548,06;1.816,76;30,17;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;442,23;1.974,15;22,40;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;878,17;1.700,71;51,64;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;532,97;1.488,05;35,82;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;483,54;1.815,86;26,63;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;447,69;1.720,05;26,03;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;423,33;1.692,42;25,01;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;689,53;2.020,23;34,13;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;348,33;1.550,47;22,47;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;475,08;1.737,92;27,34;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;829,95;2.316,10;35,83;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;369,98;1.696,69;21,81;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;511,78;2.118,65;24,16;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;423,66;1.723,22;24,59;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;456,44;1.679,70;27,17;;;
;;;;;;;
3.5.2.- Interes-mota. Zenbatekoa (%). 2020ko 4. hiruhilekoa;;;;;;;
3.5.2.- Tipos de interés. Importe (%). 4 trimestre 2020;;;;;;;
;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;INTERESA     INTERES;;;;;
Nazionala/Nacional;ESPAÑA;2,17;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;1,69;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;2,26;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;2,17;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;2,09;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;2,29;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;2,34;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;2,10;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;2,08;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;2,31;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;2,27;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;2,30;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;2,23;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2,04;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;2,25;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1,89;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;2,22;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;2,19;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;1,57;;;;;
Lurraldea/TTHH;GIPUZKOA;1,84;;;;;
Lurraldea/TTHH;BIZKAIA;1,62;;;;;
;;;;;;;
;;;;;;;
