1.0.-Etxebizitza salerosketak. 2020ko 4. hiruhilekoa;;;;;;;
1.0.- Número de compraventas de vivienda. 4 trimestre 2020;;;;;;;
;;;;;;;
Capitales de TTHH;Vitoria-Gasteiz;4,61;5,45;72,33;17,61;;
Capitales de TTHH;Donostia/San Sebastián;26,01;0,00;71,68;2,31;;
Capitales de TTHH;Bilbao;9,91;0,35;84,52;5,22;;
Resto de TTHH;Resto ARABA/ÁLAVA;7,01;0,00;84,07;8,92;;
Resto de TTHH;Resto GIPUZKOA;12,80;0,57;83,35;3,28;;
Resto de TTHH;Resto BIZKAIA;20,07;1,56;73,68;4,69;;
Áreas funcionales;Álava Central;5,24;4,70;74,33;15,73;;
Áreas funcionales;Balmaseda-Zalla;4,44;0,00;91,12;4,44;;
Áreas funcionales;Beasain-Zumárraga;31,69;1,41;63,38;3,52;;
Áreas funcionales;Bilbao Metropolitano;17,07;0,99;78,04;3,90;;
Áreas funcionales;Donostia-San Sebastián;15,62;0,13;81,58;2,67;;
Áreas funcionales;Durango;16,35;4,81;68,26;10,58;;
Áreas funcionales;Eibar;20,63;0,79;73,02;5,56;;
Áreas funcionales;Gernika-Markina;11,27;0,00;76,05;12,68;;
Áreas funcionales;Igorre;29,41;0,00;64,71;5,88;;
Áreas funcionales;Laguardia;25,00;0,00;75,00;0,00;;
Áreas funcionales;Laudio / Llodio;1,41;0,00;83,10;15,49;;
Áreas funcionales;Arrasate-Bergara;26,56;1,56;62,50;9,38;;
Áreas funcionales;Mungia;28,57;4,76;57,15;9,52;;
Áreas funcionales;Tolosa;0,00;0,00;100,00;0,00;;
Áreas funcionales;Zarautz-Azpeitia;1,77;0,00;96,46;1,77;;
;;;;;;;
3.1.1.- Hipoteka-kreditu berriko banaketa(%).  2020ko 4. hiruhilekoa;;;;;;;
3.1.1.- Distribución del volumen de nuevo crédito hipotecario(%).  4 trimestre 2020;;;;;;;
;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;
Nazionala/Nacional;ESPAÑA;90,33;9,67;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;76,64;23,36;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;90,92;9,08;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;90,67;9,33;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;75,20;24,80;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;92,87;7,13;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;89,11;10,89;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;96,52;3,48;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;87,34;12,66;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;81,30;18,70;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;91,32;8,68;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;88,46;11,54;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;92,13;7,87;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;97,48;2,52;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;86,37;13,63;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;57,79;42,21;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;78,25;21,75;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;88,97;11,03;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;73,73;26,27;;;;
Hiriburak/Capitales de TTHH;Donostia/San Sebastián;53,26;46,74;;;;
Hiriburak/Capitales de TTHH;Bilbao;87,92;12,08;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;73,04;26,96;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;73,14;26,86;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;86,00;14,00;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;72,40;27,60;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;97,43;2,57;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;52,13;47,87;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;85,16;14,84;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;62,24;37,76;;;;
Eskualde Egitura/Áreas funcionales;Durango;97,34;2,66;;;;
Eskualde Egitura/Áreas funcionales;Eibar;90,85;9,15;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;84,95;15,05;;;;
Eskualde Egitura/Áreas funcionales;Igorre;89,17;10,83;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;93,98;6,02;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;79,24;20,76;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;76,13;23,87;;;;
Eskualde Egitura/Áreas funcionales;Mungia;98,69;1,31;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;82,08;17,92;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;59,32;40,68;;;;
;;;;;;;
3.1.2.- Hipoteka-kreditu berriko banaketa(%). Higiezin mota. 2020ko 4. hiruhilekoa;;;;;;;
3.1.2.- Distribución del volumen de nuevo crédito hipotecario (%). Tipo bien inmueble. 4 trimestre 2020;;;;;;;
;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZAK VIVIENDAS;LOKALAK    LOCALES;GARAJEAK/TRASTEROAK GARAJE/TRASTEROS;ORUBEAK SOLARES;NABEAK   NAVES;LARREKOAK RUSTICOS
Nazionala/Nacional;ESPAÑA;88,50;2,75;1,23;3,74;3,18;0,60
Euskadi/País Vasco;EUSKADI/PAIS VASCO;80,09;3,85;1,41;9,88;1,71;3,06
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;86,23;2,18;1,28;3,30;6,79;0,22
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;91,48;3,12;1,60;2,43;0,91;0,46
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;86,40;5,74;1,25;1,47;1,31;3,83
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;89,77;5,19;0,59;3,37;0,77;0,31
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;87,62;5,76;1,35;1,21;1,26;2,80
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;91,70;1,09;2,07;0,99;2,74;1,41
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;86,65;3,27;1,89;4,43;3,58;0,18
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;83,76;1,14;0,82;3,81;10,17;0,30
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;87,11;2,93;1,10;4,44;4,35;0,07
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;90,85;2,27;0,75;4,13;1,48;0,52
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;84,78;5,35;1,53;2,04;3,93;2,37
Erakunde Autonomoa/CCAA;MADRIL/MADRID;93,58;1,96;0,89;2,46;1,11;0,00
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;91,07;2,26;1,41;2,09;1,65;1,52
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;87,15;2,51;0,61;8,55;1,18;0,00
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;73,30;8,49;0,90;16,96;0,35;0,00
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;92,67;1,74;2,09;2,22;0,92;0,36
Lurraldea/TTHH;ARABA/ÁLAVA;83,95;1,83;1,12;12,66;0,44;0,00
Lurraldea/TTHH;GIPUZKOA;73,93;4,43;1,90;10,70;1,95;7,09
Lurraldea/TTHH;BIZKAIA;84,16;3,93;1,08;8,39;1,88;0,56
;;;;;;;
3.1.3.- Hipoteka-kreditu berriko banaketa (%). Babesaren gradua.  2020ko 4 hiruhekoa;;;;;;;
3.1.3.- Distribución del volumen de nuevo crédito hipotecario (%). Grado protección. 4 trimestre 2020;;;;;;;
;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZA LIBREA VIVIENDA LIBRE;ETXEBIZITZA BABESTUA VIVIENDA PROTEGIDA;LIBRE BANKUAK/KUTXAK LIBRE BANCOS/CAJAS;LIBRE BESTEAK LIBRE OTRAS;BABESTUAK BANKUAK/KUTXAK VPO BANCOS/CAJAS;BABESTUAK BESTEAK VPO OTRAS
Nazionala/Nacional;ESPAÑA;92,85;7,15;91,51;8,49;91,38;8,62
Euskadi/País Vasco;EUSKADI/PAIS VASCO;92,09;7,91;79,34;20,66;85,06;14,94
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;91,37;8,63;91,58;8,42;93,00;7,00
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;91,91;8,09;90,40;9,60;80,14;19,86
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;88,59;11,41;76,60;23,40;72,71;27,29
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;98,50;1,50;93,53;6,47;100,00;0,00
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;96,69;3,31;91,16;8,84;83,57;16,43
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;94,68;5,32;96,32;3,68;100,00;0,00
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;92,42;7,58;88,52;11,48;86,96;13,04
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;94,49;5,51;81,97;18,03;79,76;20,24
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;93,07;6,93;93,27;6,73;97,56;2,44
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;73,03;26,97;91,12;8,88;91,59;8,41
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;97,71;2,29;96,35;3,65;81,38;18,62
Erakunde Autonomoa/CCAA;MADRIL/MADRID;94,02;5,98;97,30;2,70;97,99;2,01
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;89,84;10,16;86,36;13,64;83,47;16,53
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;87,60;12,40;55,36;44,64;65,31;34,69
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;87,89;12,11;83,66;16,34;79,16;20,84
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;92,05;7,95;90,74;9,26;88,82;11,18
Lurraldea/TTHH;ARABA/ÁLAVA;75,75;24,25;74,34;25,66;78,24;21,76
Lurraldea/TTHH;GIPUZKOA;97,82;2,18;70,10;29,90;81,51;18,49
Lurraldea/TTHH;BIZKAIA;92,52;7,48;87,70;12,30;92,12;7,88
;;;;;;;
3.2.1.- Kontratatutako hipoteka-kredituko batez bestekoa m koadroka (€). 2020ko 4. hiruhilekoa;;;;;;;
3.2.1.- Importe medio de crédito hipotecario contratado por m²(€). 04 trimestre 2020;;;;;;;
;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS;BESTELAKOAK OTRAS;;;
Nazionala/Nacional;ESPAÑA;1.295,31;1.311,40;1.140,23;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;1.865,21;1.860,84;1.882,10;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.037,08;1.053,81;878,13;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.144,20;1.143,52;1.148,80;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.080,40;1.082,84;1.074,04;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1.751,20;1.744,75;1.989,10;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.130,37;1.124,40;1.199,63;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.162,74;1.156,17;1.365,67;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;850,41;850,60;849,06;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;716,14;714,72;724,28;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1.694,57;1.705,35;1.505,00;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;690,88;697,55;633,55;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.000,91;1.006,78;869,53;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;1.904,99;1.903,48;1.944,41;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;781,90;803,94;649,90;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.217,00;1.153,50;1.323,91;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;855,61;845,91;911,59;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;953,73;967,87;817,09;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;1.544,58;1.540,45;1.554,52;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;3.037,13;2.978,03;3.177,47;;;
Hiriburak/Capitales de TTHH;Bilbao;1.891,75;1.900,18;1.822,37;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;1.470,33;1.478,97;1.447,78;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;1.777,11;1.795,75;1.732,33;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;1.801,22;1.797,76;1.827,71;;;
Eskualde Egitura/Áreas funcionales;Álava Central;1.529,47;1.527,24;1.534,43;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;1.355,69;1.355,69; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;1.555,78;1.320,51;1.639,17;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;1.891,27;1.899,83;1.831,53;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;2.435,43;2.364,61;2.722,25;;;
Eskualde Egitura/Áreas funcionales;Durango;1.647,26;1.666,37; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Eibar;1.438,24;1.446,98;1.396,97;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;1.556,51;1.446,64; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Igorre;1.381,94;1.381,93; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Laguardia;776,78; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;1.528,91;1.543,57; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;1.339,17;1.344,83;1.328,84;;;
Eskualde Egitura/Áreas funcionales;Mungia;1.519,29;1.519,29; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Tolosa;1.549,43;1.429,04;1.818,55;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;2.181,63;2.162,86;2.214,17;;;
;;;;;;;
3.2.3.- Kontratatutako hipoteka-kredituko batez bestekoa transakzioka (€). 2020ko 4. hiruhilekoa;;;;;;;
3.2.3.- Importe medio de crédito hipotecario contratado por transacción (€). 4 trimestre 2020;;;;;;;
;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;
Nazionala/Nacional;ESPAÑA;135.257,16;137.584,83;114.410,98;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;161.155,64;161.323,77;160.495,07;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;113.838,99;116.343,54;91.959,21;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;121.643,44;124.410,46;102.131,83;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;97.930,11;101.740,13;87.466,29;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;183.048,24;181.857,58;202.512,89;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;114.292,15;114.999,24;107.675,09;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;109.023,00;108.950,78;111.059,43;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;97.861,69;98.819,41;91.128,39;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;94.250,67;93.564,51;97.474,67;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;158.133,09;157.865,87;162.123,43;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;78.233,94;79.107,39;70.157,97;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;105.879,03;106.544,81;92.037,78;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;207.584,00;208.331,44;183.467,76;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;79.880,13;81.963,49;69.039,21;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;116.132,41;112.209,94;121.678,64;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;91.251,85;89.598,83;100.369,31;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;100.816,45;101.771,92;92.464,78;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;146.892,38;151.217,09;134.350,75;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;231.345,39;238.846,70;220.327,84;;;
Hiriburak/Capitales de TTHH;Bilbao;159.037,54;161.227,35;143.865,32;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;132.222,88;136.043,22;124.209,48;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;148.666,61;149.678,94;145.548,79;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;158.750,28;158.484,64;160.691,20;;;
Eskualde Egitura/Áreas funcionales;Álava Central;145.617,32;150.079,73;133.793,37;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;107.861,20;107.861,20; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;142.636,52;141.151,29;144.137,55;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;161.834,78;162.248,00;159.019,71;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;194.998,96;190.116,08;207.807,68;;;
Eskualde Egitura/Áreas funcionales;Durango;143.072,65;145.411,08; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Eibar;108.762,77;105.257,95;125.118,61;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;126.795,22;130.314,65;111.837,67;;;
Eskualde Egitura/Áreas funcionales;Igorre;100.696,95;100.696,95; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Laguardia;88.418,61; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;131.854,17;132.262,32;130.476,66;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;108.326,37;110.362,60;103.439,43;;;
Eskualde Egitura/Áreas funcionales;Mungia;250.263,71;254.946,26; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Tolosa;156.051,64;160.866,99;132.777,45;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;178.779,05;184.411,87;162.169,44;;;
;;;;;;;
3.3.- Interes-tipoak. Erreferentziaren indizeak (%). 2020ko 4. hiruhilekoa;;;;;;;
3.3.- Tipos de interés. Índices de referencia (%). 4 trimestre 2020;;;;;;;
;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;Finkoa     Fijo;Aldagarria Variable;Euriborra Euribor;HMEI      IRPH;Bestelakoak Otros;
Nazionala/Nacional;ESPAÑA;55,74;44,26;43,44;0,27;0,55;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;43,42;56,58;56,45;0,05;0,08;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;53,09;46,91;45,96;0,63;0,32;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;57,30;42,70;42,57;0,09;0,04;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;63,30;36,70;35,98;0,46;0,26;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;60,00;40,00;39,42; -   ;0,58;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;58,63;41,37;40,46;0,15;0,76;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;67,78;32,22;31,83; -   ;0,39;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;53,89;46,11;45,01;0,24;0,86;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;53,66;46,34;45,13;0,93;0,28;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;63,38;36,62;35,95;0,15;0,52;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;39,34;60,66;59,04;0,78;0,84;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;66,93;33,07;32,81;0,04;0,22;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;46,18;53,82;52,78;0,03;1,01;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;65,47;34,53;34,11;0,21;0,21;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;69,07;30,93;29,38;0,11;1,44;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;69,93;30,07;29,85; -   ;0,22;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;59,05;40,95;40,03;0,08;0,84;
Lurraldea/TTHH;ARABA/ÁLAVA;45,09;54,91;54,91; -   ; -   ;
Lurraldea/TTHH;GIPUZKOA;44,47;55,53;55,39;0,14; -   ;
Lurraldea/TTHH;BIZKAIA;42,15;57,85;57,68; -   ;0,17;
;;;;;;;
3.4.1.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Finantza-erakunde mota. 2020ko 4. hiruhilekoa;;;;;;;
3.4.1.- Duración media de los nuevos créditos hipotecarios (meses). Tipo entidad. 04 trimestre 2020;;;;;;;
;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                         ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;
Nazionala/Nacional;ESPAÑA;295,00;297,00;282,00;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;290,00;297,00;265,00;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;295,00;295,00;295,00;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;284,00;285,00;279,00;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;280,00;275,00;295,00;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;266,00;268,00;215,00;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;278,00;279,00;259,00;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;287,00;287,00;290,00;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;275,00;274,00;285,00;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;291,00;290,00;294,00;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;301,00;304,00;261,00;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;294,00;293,00;309,00;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;288,00;289,00;283,00;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;326,00;327,00;316,00;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;277,00;277,00;280,00;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;281,00;283,00;278,00;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;275,00;271,00;295,00;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;283,00;284,00;274,00;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;289,00;285,00;301,00;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;245,00;271,00;207,00;;;
Hiriburak/Capitales de TTHH;Bilbao;289,00;288,00;292,00;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;301,00;300,00;301,00;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;287,00;287,00;288,00;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;303,00;312,00;239,00;;;
Eskualde Egitura/Áreas funcionales;Álava Central;291,00;286,00;304,00;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;286,00;286,00; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;235,00;159,00;313,00;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;299,00;306,00;250,00;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;268,00;289,00;215,00;;;
Eskualde Egitura/Áreas funcionales;Durango;306,00;306,00; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Eibar;286,00;281,00;310,00;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;299,00;302,00;288,00;;;
Eskualde Egitura/Áreas funcionales;Igorre;333,00;334,00; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Laguardia;300,00; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;297,00;306,00;268,00;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;285,00;284,00;287,00;;;
Eskualde Egitura/Áreas funcionales;Mungia;332,00;330,00; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Tolosa;297,00;308,00;243,00;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;332,00;345,00;293,00;;;
;;;;;;;
3.4.2.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Higiezinaren mota.  2020ko 4. hiruhilekoa;;;;;;;
3.4.2.- Duración media de los nuevos créditos hipotecarios (meses). Tipo bien inmueble. 4 trimestre 2020;;;;;;;
;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;ETXEBIZITZAK VIVIENDAS;LOKALAK LOCALES;GARAJEAK/TRASTEROAK GARAJE/TRASTEROS;ORUBEAK SOLARES;NABEAK   NAVES
Nazionala/Nacional;ESPAÑA;293,00;295,00;185,00;303,00;241,00;162,00
Euskadi/País Vasco;EUSKADI/PAIS VASCO;282,00;290,00;204,00;271,00;170,00;150,00
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;295,00;295,00;197,00;320,00;262,00;178,00
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;284,00;284,00;207,00;296,00; n.d. ;161,00
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;279,00;280,00;189,00;298,00; n.d. ; n.d. 
