1.0.-Etxebizitzen salerosketa kopurua. 2018ko 3. hiruhilekoa;;;;;;;;;
1.0.- Número de compraventas de vivienda. 03 trimestre 2018;;;;;;;;;
;;;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;278,00;292,00;219,00;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;301,00;302,00;296,00;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;301,00;300,00; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;280,00;261,00;318,00;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;280,00;292,00;230,00;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;298,00;302,00;289,00;;;;;
Eskualde Egitura/Áreas funcionales;Durango;268,00;306,00;116,00;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;294,00;287,00;336,00;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;296,00;298,00; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;277,00;280,00; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;281,00;281,00; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;310,00;291,00;355,00;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;293,00;280,00;312,00;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;272,00; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;283,00;278,00;292,00;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;301,00;307,00;288,00;;;;;
;;;;;;;;;
;;;;;;;;;
3.4.2.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Higiezin mota.  2018ko 3. hiruhilekoa;;;;;;;;;
3.4.2.- Duración media de los nuevos créditos hipotecarios (meses). Tipo bien inmueble. 03 trimestre 2018;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;ETXEBIZITZAK VIVIENDAS;LOKALAK LOCALES;GARAJEAK/TRASTEROAK GARAJE/TRASTEROS;ORUBEAK SOLARES;NABEAK   NAVES;;
Nazionala/Nacional;ESPAÑA;275,00;280,00;174,00;282,00;248,00;157,00;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;279,00;287,00;172,00;282,00;244,00;158,00;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;281,00;283,00;188,00;312,00;278,00;161,00;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;266,00;266,00;180,00;301,00;274,00;150,00;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;263,00;271,00;151,00;306,00;279,00;158,00;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;256,00;267,00;164,00;227,00;175,00;164,00;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;257,00;264,00;145,00;293,00;197,00;144,00;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;272,00;274,00;172,00;296,00; n.d. ; n.d. ;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;272,00;276,00;177,00;288,00;276,00;171,00;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;281,00;288,00;175,00;289,00;277,00;154,00;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;273,00;281,00;168,00;255,00;247,00;145,00;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;275,00;282,00;188,00;316,00;221,00;165,00;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;265,00;274,00;176,00;275,00;127,00;166,00;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;292,00;300,00;173,00;255,00;273,00;125,00;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;262,00;263,00;219,00;298,00;240,00;142,00;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;261,00;266,00;188,00;302,00; n.d. ;159,00;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;242,00;256,00;182,00;212,00; n.d. ; n.d. ;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;264,00;267,00;173,00;289,00;223,00;168,00;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;289,00;300,00;161,00;341,00; n.d. ; n.d. ;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;277,00;291,00;172,00;271,00; n.d. ; n.d. ;;
Hiriburak/Capitales de TTHH;Bilbao;277,00;284,00;174,00;310,00; n.d. ; n.d. ;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;298,00;304,00; n.d. ; n.d. ; n.d. ; n.d. ;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;286,00;296,00;182,00;286,00; n.d. ;165,00;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;273,00;278,00;169,00;278,00;254,00;144,00;;
Eskualde Egitura/Áreas funcionales;Álava Central;289,00;301,00;161,00;344,00; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;306,00;301,00; n.d. ; n.d. ; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;260,00;280,00; n.d. ;211,00; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;277,00;280,00;178,00;302,00;257,00;143,00;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;287,00;298,00;171,00;304,00; n.d. ;203,00;;
Eskualde Egitura/Áreas funcionales;Durango;241,00;268,00;131,00;205,00; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Eibar;296,00;294,00; n.d. ;337,00; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;285,00;296,00; n.d. ; n.d. ; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Igorre;249,00;277,00; n.d. ; n.d. ; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Laguardia;287,00;281,00; n.d. ; n.d. ; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;304,00;310,00; n.d. ; n.d. ; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;289,00;293,00; n.d. ;354,00; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Mungia;280,00; n.d. ; n.d. ; n.d. ; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Tolosa;278,00;283,00; n.d. ; n.d. ; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;285,00;301,00;199,00;300,00; n.d. ; n.d. ;;
;;;;;;;;;
;;;;;;;;;
3.5.1.- Batez besteko hileroko hipoteka-kuota (€) eta  Soldata kostuarekiko ehunekoa. 2018ko 3. hiruhilekoa;;;;;;;;;
3.5.1.- Cuota hipotecaria mensual media (€) y Porcentaje respecto al coste salarial. 03 trimestre 2018;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                           ÁMBITO;Hileko kuota Cuota mensual;Soldata-kostua Coste salarial;% soldataren gaineko kuota % cuota sobre salario;;;;;
Nazionala/Nacional;ESPAÑA;577,57;1.906,33;30,30;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;603,09;2.219,59;27,17;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;477,61;1.671,85;28,57;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;446,95;1.807,21;24,73;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;428,85;1.961,13;21,87;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;907,20;1.830,38;49,56;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;486,36;1.602,70;30,35;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;465,09;1.821,78;25,53;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;419,34;1.708,77;24,54;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;416,02;1.685,96;24,68;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;669,31;2.031,05;32,95;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;350,97;1.540,50;22,78;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;459,20;1.701,85;26,98;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;833,46;2.288,26;36,42;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;386,85;1.682,60;22,99;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;507,24;2.061,43;24,61;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;508,07;1.733,29;29,31;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;447,96;1.703,87;26,29;;;;;
;;;;;;;;;
;;;;;;;;;
3.5.2.- Interes-motak. Zenbatekoa (%). 2018ko 3. hiruhilekoa;;;;;;;;;
3.5.2.- Tipos de interés. Importe (%). 03 trimestre 2018;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;INTERESA     INTERES;;;;;;;
Nazionala/Nacional;ESPAÑA;2,26;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;1,78;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;2,25;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;2,18;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;2,31;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;2,34;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;2,49;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1,94;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;2,14;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;2,24;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;2,54;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;2,21;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;2,31;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2,04;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;2,49;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1,89;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;2,05;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;2,37;;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;1,90;;;;;;;
Lurraldea/TTHH;GIPUZKOA;1,72;;;;;;;
Lurraldea/TTHH;BIZKAIA;1,78;;;;;;;
;;;;;;;;;
Iturria: Erregistratzaileetako eta Euskadiaren Jabetza-Erregistroetako Elkargoa.;;;;;;;;;
Fuente:  Colegio de Registradores y Registros de la Propiedad del País Vasco.;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
