1.0.-Etxebizitzen salerosketa kopurua. 2018ko 3. hiruhilekoa;;;;;;;;;
1.0.- Número de compraventas de vivienda. 03 trimestre 2018;;;;;;;;;
;;;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;19,57;0,71;76,16;3,56;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;20,47;0,61;72,38;6,54;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;17,75;1,76;70,65;9,84;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;19,66;2,60;72,92;4,82;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;13,55;0,78;76,95;8,72;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;8,14;5,53;68,43;17,90;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;19,95;0,68;75,42;3,95;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;20,93;1,25;71,71;6,11;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;13,78;1,16;77,14;7,92;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;22,28;7,03;57,54;13,15;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;14,45;0,69;74,67;10,19;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;12,52;1,09;76,97;9,42;;;;
Capitales de TTHH;Vitoria-Gasteiz;5,84;3,42;75,85;14,89;;;;
Capitales de TTHH;Donostia/San Sebastián;3,27;3,50;91,13;2,10;;;;
Capitales de TTHH;Bilbao;8,12;0,36;89,01;2,51;;;;
Resto de TTHH;Resto ARABA/ÁLAVA;10,75;0,00;69,90;19,35;;;;
Resto de TTHH;Resto GIPUZKOA;23,02;0,52;71,82;4,64;;;;
Resto de TTHH;Resto BIZKAIA;13,83;1,81;78,09;6,27;;;;
Áreas funcionales;Álava Central;6,16;3,17;76,12;14,55;;;;
Áreas funcionales;Balmaseda-Zalla;17,50;0,00;80,00;2,50;;;;
Áreas funcionales;Beasain-Zumárraga;28,31;0,60;66,87;4,22;;;;
Áreas funcionales;Bilbao Metropolitano;8,88;0,92;85,56;4,64;;;;
Áreas funcionales;Donostia-San Sebastián;18,78;1,65;76,37;3,20;;;;
Áreas funcionales;Durango;42,51;4,79;45,51;7,19;;;;
Áreas funcionales;Eibar;16,55;0,00;74,82;8,63;;;;
Áreas funcionales;Gernika-Markina;8,51;6,38;78,73;6,38;;;;
Áreas funcionales;Igorre;44,44;0,00;38,89;16,67;;;;
Áreas funcionales;Laguardia;63,64;0,00;36,36;0,00;;;;
Áreas funcionales;Laudio / Llodio;0,00;0,00;73,08;26,92;;;;
Áreas funcionales;Arrasate-Bergara;30,11;4,30;56,99;8,60;;;;
Áreas funcionales;Mungia;20,00;6,67;60,00;13,33;;;;
Áreas funcionales;Tolosa;4,03;0,00;94,36;1,61;;;;
Áreas funcionales;Zarautz-Azpeitia;0,85;0,00;95,76;3,39;;;;
;;;;;;;;;
;;;;;;;;;
3.1.1.- Hipoteka-kreditu berriko banaketa(%).  2018ko 3. hiruhilekoa;;;;;;;;;
3.1.1.- Distribución del volumen de nuevo crédito hipotecario(%).  03 trimestre 2018;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;;
Nazionala/Nacional;ESPAÑA;90,83;9,17;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;80,07;19,93;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;88,89;11,11;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;87,91;12,09;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;81,20;18,80;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;95,21;4,79;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;91,21;8,79;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;94,35;5,65;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;87,23;12,77;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;83,63;16,37;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;94,51;5,49;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;90,84;9,16;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;93,28;6,72;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;96,18;3,82;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;82,61;17,39;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;62,47;37,53;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;62,14;37,86;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;88,91;11,09;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;90,17;9,83;;;;;;
Hiriburak/Capitales de TTHH;Donostia/San Sebastián;73,85;26,15;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;83,93;16,07;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;64,24;35,76;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;71,52;28,48;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;81,95;18,05;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;87,23;12,77;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;97,09;2,91;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;63,18;36,82;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;83,52;16,48;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;76,10;23,90;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;68,04;31,96;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;82,68;17,32;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;92,04;7,96;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;92,03;7,97;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;100,00;0,00;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;70,68;29,32;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;50,89;49,11;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;100,00;0,00;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;65,54;34,46;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;62,59;37,41;;;;;;
;;;;;;;;;
;;;;;;;;;
3.1.2.- Hipoteka-kreditu berriko banaketa(%). Higiezin mota. 2018ko 3. hiruhilekoa;;;;;;;;;
3.1.2.- Distribución del volumen de nuevo crédito hipotecario (%). Tipo bien inmueble. 03 trimestre 2018;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZAK VIVIENDAS;LOKALAK    LOCALES;GARAJEAK/TRASTEROAK GARAJE/TRASTEROS;ORUBEAK SOLARES;NABEAK   NAVES;LARREKOAK RUSTICOS;;
Nazionala/Nacional;ESPAÑA;82,89;5,04;1,30;7,78;2,48;0,51;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;78,85;6,64;1,07;8,85;4,00;0,59;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;81,82;4,32;2,08;9,07;2,24;0,47;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;86,74;4,83;1,51;2,92;3,72;0,28;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;82,56;5,95;1,14;3,96;3,93;2,46;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;88,47;3,81;0,81;4,54;1,36;1,01;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;83,29;9,08;0,95;2,30;3,23;1,15;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;88,65;6,24;2,02;1,61;1,27;0,21;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;79,01;5,79;1,07;10,77;3,15;0,21;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;79,62;3,27;0,79;4,53;11,12;0,67;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;86,80;4,38;1,00;6,28;1,47;0,07;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;81,23;4,28;0,60;8,06;5,06;0,77;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;78,24;6,38;1,20;1,13;10,67;2,38;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;82,38;4,07;1,04;11,67;0,47;0,37;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;84,50;4,19;1,04;3,36;6,27;0,64;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;73,76;8,13;0,56;10,08;6,03;1,44;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;83,04;3,76;6,17;3,11;3,75;0,17;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;82,83;8,10;1,67;4,63;2,43;0,34;;
Lurraldea/TTHH;ARABA/ÁLAVA;78,41;18,28;0,17;0,77;1,99;0,38;;
Lurraldea/TTHH;GIPUZKOA;80,20;6,15;0,96;9,43;2,80;0,46;;
Lurraldea/TTHH;BIZKAIA;78,10;4,87;1,30;9,93;5,08;0,72;;
;;;;;;;;;
;;;;;;;;;
3.1.3.- Hipoteka-kreditu berriko banaketa (%). Babesaren gradua.  2018ko 3. hiruhilekoa;;;;;;;;;
3.1.3.- Distribución del volumen de nuevo crédito hipotecario (%). Grado protección. 03 trimestre 2018;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZA LIBREA VIVIENDA LIBRE;ETXEBIZITZA BABESTUA VIVIENDA PROTEGIDA;LIBRE BANKUAK/KUTXAK LIBRE BANCOS/CAJAS;LIBRE BESTEAK LIBRE OTRAS;BABESTUAK BANKUAK/KUTXAK VPO BANCOS/CAJAS;BABESTUAK BESTEAK VPO OTRAS;;
Nazionala/Nacional;ESPAÑA;92,18;7,82;91,47;8,53;88,84;11,16;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;91,83;8,17;79,71;20,29;68,62;31,38;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;91,16;8,84;90,33;9,67;88,56;11,44;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;85,23;14,77;89,57;10,43;85,46;14,54;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;84,79;15,21;79,38;20,62;78,28;21,72;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;98,07;1,93;95,15;4,85;96,71;3,29;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;95,04;4,96;92,24;7,76;91,71;8,29;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;94,44;5,56;93,49;6,51;100,00;0,00;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;87,77;12,23;88,66;11,34;88,66;11,34;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;92,64;7,36;82,78;17,22;78,83;21,17;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;91,33;8,67;94,17;5,83;95,98;4,02;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;73,48;26,52;94,19;5,81;94,59;5,41;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;95,66;4,34;96,43;3,57;87,62;12,38;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;95,22;4,78;96,32;3,68;94,98;5,02;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;88,26;11,74;83,58;16,42;80,64;19,36;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;84,17;15,83;63,07;36,93;61,94;38,06;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;92,79;7,21;54,18;45,82;71,64;28,36;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;89,86;10,14;91,61;8,39;91,01;8,99;;
Lurraldea/TTHH;ARABA/ÁLAVA;79,44;20,56;81,98;18,02;81,01;18,99;;
Lurraldea/TTHH;GIPUZKOA;96,62;3,38;72,72;27,28;73,33;26,67;;
Lurraldea/TTHH;BIZKAIA;91,03;8,97;84,02;15,98;62,43;37,57;;
;;;;;;;;;
;;;;;;;;;
3.2.1.- Kontratatutako hipoteka-kredituko batez bestekoa m koadroka (€). 2018ko 3. hiruhilekoa;;;;;;;;;
3.2.1.- Importe medio de crédito hipotecario contratado por m²(€). 03 trimestre 2018;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS;BESTELAKOAK OTRAS;;;;;
Nazionala/Nacional;ESPAÑA;1.280,81;1.294,23;1.132,91;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;1.713,14;1.720,08;1.685,93;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.034,22;1.044,71;911,14;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.018,94;1.023,44;983,57;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.004,81;1.045,30;887,62;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1.709,73;1.709,20;1.737,12;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.124,57;1.124,63;1.123,55;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.133,86;1.130,84;1.191,10;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;875,42;878,49;847,88;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;724,84;723,36;733,88;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1.611,07;1.614,83;1.544,07;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;672,95;678,12;601,76;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.016,96;1.026,10;825,65;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;1.877,02;1.880,02;1.796,55;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;760,26;770,04;706,80;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.131,87;1.117,00;1.161,87;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;850,10;819,00;1.023,56;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;887,16;893,01;811,65;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;1.340,68;1.345,81;1.318,56;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;2.672,12;2.672,18;2.671,91;;;;;
Hiriburak/Capitales de TTHH;Bilbao;1.711,52;1.696,76;1.788,53;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;1.154,61;1.120,62;1.266,56;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;1.619,88;1.634,27;1.589,42;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;1.696,67;1.708,86;1.624,59;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;1.326,69;1.327,60;1.322,56;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;1.474,15;1.440,09; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;1.476,86;1.467,76;1.490,90;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;1.714,22;1.714,86;1.710,85;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;2.179,38;2.227,41;2.038,69;;;;;
Eskualde Egitura/Áreas funcionales;Durango;1.712,07;1.730,95; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;1.426,91;1.409,73;1.531,11;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;1.751,08;1.837,96; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;1.043,22;1.095,16; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;830,65; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;1.237,29;1.248,84;1.220,34;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;1.379,86;1.457,13;1.279,40;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;1.626,87; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;1.476,98;1.396,16;1.594,75;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;1.916,95;1.914,30;1.922,80;;;;;
;;;;;;;;;
;;;;;;;;;
3.2.3.- Kontratatutako hipoteka-kredituko batez bestekoa transakzioka (€). 2018ko 3. hiruhilekoa;;;;;;;;;
3.2.3.- Importe medio de crédito hipotecario contratado por transacción (€). 03 trimestre 2018;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;
Nazionala/Nacional;ESPAÑA;125.592,41;127.532,56;108.315,73;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;140.876,57;141.914,97;137.145,59;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;104.811,13;107.259,40;86.661,61;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;94.215,07;95.699,15;83.749,94;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;90.488,18;94.549,34;77.758,82;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;188.680,09;186.009,61;263.355,78;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;98.784,29;98.513,61;102.106,89;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;102.887,38;102.301,85;112.736,10;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;91.341,83;91.449,92;90.505,74;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;92.614,73;91.797,85;96.667,48;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;141.651,63;142.099,62;134.593,29;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;77.145,55;78.294,99;62.080,67;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;97.706,19;98.301,28;85.169,07;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;195.737,12;195.738,22;195.708,69;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;78.348,47;79.764,48;72.004,00;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;110.158,79;109.089,64;112.019,63;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;105.282,15;85.418,16;148.146,55;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;92.882,46;93.471,39;86.950,54;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;114.897,39;116.376,05;108.645,83;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;199.273,25;202.722,46;189.872,48;;;;;
Hiriburak/Capitales de TTHH;Bilbao;149.756,86;152.564,44;138.262,09;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;121.256,83;121.080,84;122.022,88;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;131.775,47;131.867,47;131.542,36;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;136.602,65;137.581,53;132.261,48;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;117.222,64;118.524,68;111.411,12;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;122.143,70;119.853,82; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;123.950,41;123.054,84;125.827,65;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;142.282,92;144.382,37;133.411,36;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;169.134,68;172.281,12;160.199,37;;;;;
Eskualde Egitura/Áreas funcionales;Durango;135.180,53;132.022,59;147.724,59;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;112.240,29;111.000,57;119.492,62;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;115.920,70;118.560,46; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;87.944,07;88.298,35; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;129.436,66;129.436,66; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;105.530,86;102.652,85;112.246,21;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;110.465,34;104.802,74;118.716,56;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;157.332,36; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;124.477,33;114.364,09;142.042,43;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;153.854,41;155.103,47;151.083,07;;;;;
;;;;;;;;;
;;;;;;;;;
3.3.- Interes-tipoak. Erreferentziar indizeak (%). 2018ko 3. hiruhilekoa;;;;;;;;;
3.3.- Tipos de interés. Índices de referencia (%). 03 trimestre 2018;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;Finkoa     Fijo;Aldagarria Variable;Euriborra Euribor;HMEI      IRPH;Bestelakoak Otros;;;
Nazionala/Nacional;ESPAÑA;40,73;59,27;58,36;0,27;0,64;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;25,02;74,98;74,27;0,51;0,20;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;36,51;63,49;62,60;0,45;0,44;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;34,43;65,57;65,09;0,26;0,22;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;53,02;46,98;46,46; -     ;0,52;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;49,65;50,35;49,49;0,23;0,63;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;43,40;56,60;56,01;0,24;0,35;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;35,96;64,04;63,42;0,18;0,44;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;36,16;63,84;60,77;0,16;2,91;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;34,28;65,72;64,62;0,52;0,58;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;54,95;45,05;44,34;0,27;0,44;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;24,52;75,48;73,84;0,89;0,75;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;44,31;55,69;55,30;0,03;0,36;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;31,42;68,58;67,46;0,06;1,06;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;54,28;45,72;45,26;0,04;0,42;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;35,91;64,09;63,48;0,08;0,53;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;29,96;70,04;69,80;0,12;0,12;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;48,01;51,99;51,18;0,28;0,53;;;
Lurraldea/TTHH;ARABA/ÁLAVA;23,40;76,60;76,60; -     ; -     ;;;
Lurraldea/TTHH;GIPUZKOA;21,68;78,32;76,66;1,53;0,13;;;
Lurraldea/TTHH;BIZKAIA;27,18;72,82;72,50;0,04;0,28;;;
;;;;;;;;;
;;;;;;;;;
3.4.1.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Finantza-erakunde mota. 2018ko 3. hiruhilekoa;;;;;;;;;
3.4.1.- Duración media de los nuevos créditos hipotecarios (meses). Tipo entidad. 03 trimestre 2018;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                         ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;
Nazionala/Nacional;ESPAÑA;280,00;283,00;259,00;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;287,00;294,00;262,00;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;283,00;289,00;236,00;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;266,00;268,00;249,00;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;271,00;267,00;282,00;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;267,00;268,00;220,00;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;264,00;265,00;246,00;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;274,00;274,00;263,00;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;276,00;277,00;271,00;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;288,00;286,00;295,00;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;281,00;282,00;252,00;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;282,00;281,00;294,00;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;274,00;275,00;271,00;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;300,00;301,00;295,00;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;263,00;263,00;261,00;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;266,00;259,00;280,00;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;256,00;266,00;233,00;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;267,00;268,00;256,00;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;300,00;301,00;295,00;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;291,00;295,00;280,00;;;;;
Hiriburak/Capitales de TTHH;Bilbao;284,00;297,00;229,00;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;304,00;294,00;348,00;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;296,00;293,00;303,00;;;;;
