1.0.-Etxebizitzen salerosketa kopurua. 2022ko 1. hiruhilekoa;;;;;;;;
1.0.- Número de compraventas de vivienda. 01 trimestre 2022;;;;;;;;
;;;;;;;;
Eskualde Egitura/Áreas funcionales;Enkarterri;58,00;5,00;53,00;;;;
Eskualde Egitura/Áreas funcionales;Goierri;230,00;32,00;198,00;;;;
Eskualde Egitura/Áreas funcionales;Bilbo Metropolitarra;2.851,00;624,00;2.227,00;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Behera;1.033,00;153,00;880,00;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;170,00;40,00;130,00;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena;169,00;52,00;117,00;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;134,00;36,00;98,00;;;;
Eskualde Egitura/Áreas funcionales;Arratia;31,00;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa;27,00;12,00;15,00;;;;
Eskualde Egitura/Áreas funcionales;Aiara;81,00;3,00;78,00;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena;121,00;30,00;91,00;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;41,00;9,00;32,00;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;206,00;2,00;204,00;;;;
Eskualde Egitura/Áreas funcionales;Urola Kostaldea;241,00;5,00;236,00;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 01;67,00;14,00;53,00;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 02;100,00;4,00;96,00;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 03;184,00;14,00;170,00;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 04;170,00;9,00;161,00;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 05;81,00;7,00;74,00;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 06;101,00;21,00;80,00;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 01;15,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 02;55,00;3,00;52,00;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 03;74,00;2,00;72,00;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 04;80,00;5,00;75,00;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 05;78,00;15,00;63,00;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 06;155,00;52,00;103,00;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 01;184,00;96,00;88,00;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 02;102,00;7,00;95,00;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 03;53,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 04;109,00;2,00;107,00;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 05;331,00;6,00;325,00;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 06;130,00;17,00;113,00;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 07;134,00;2,00;132,00;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 08;71,00;27,00;44,00;;;;
Udalerriak >40.000/Municipios >40.000;Irun;188,00;5,00;183,00;;;;
Udalerriak >40.000/Municipios >40.000;Errenteria;79,00;9,00;70,00;;;;
Udalerriak >40.000/Municipios >40.000;Barakaldo;463,00;200,00;263,00;;;;
Udalerriak >40.000/Municipios >40.000;Basauri;140,00;48,00;92,00;;;;
Udalerriak >40.000/Municipios >40.000;Getxo;184,00;17,00;167,00;;;;
Udalerriak >40.000/Municipios >40.000;Portugalete;65,00;2,00;63,00;;;;
Udalerriak >40.000/Municipios >40.000;Santurtzi;91,00;1,00;90,00;;;;
;;;;;;;;
;;;;;;;;
1.1.1.-  Etxebizitzen batez besteko prezioa (€/m2). 2022ko 1. hiruhilekoa;;;;;;;;
1.1.1.- Precio medio de vivienda (€/m2). 01 trimestre 2022;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                          ÁMBITO;OROKORRA GENERAL;BERRIA     NUEVA;ERABILIA USADA;;;;
Nazionala/Nacional;ESPAÑA;1.911,35;2.068,82;1.872,50;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.890,09;3.138,30;2.844,67;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.597,10;1.696,12;1.568,44;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.513,14;1.979,93;1.398,25;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.352,36;1.573,61;1.297,63;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;3.132,48;2.969,67;3.169,58;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;2.052,56;1.798,39;2.114,34;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.604,36;1.474,98;1.630,15;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.132,40;1.377,05;1.065,08;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;848,51;992,37;814,39;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;2.391,12;2.685,50;2.325,16;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;786,00;1.228,95;711,94;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.436,57;1.361,01;1.459,09;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;3.003,44;2.851,80;3.055,15;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.076,76;1.138,79;1.063,48;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.794,31;1.964,88;1.697,86;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;1.118,47;1.215,43;1.096,10;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.409,73;1.839,16;1.345,84;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;2.182,97;2.328,28;2.167,05;;;;
Lurraldea/TTHH;GIPUZKOA;3.294,96;3.051,20;3.330,45;;;;
Lurraldea/TTHH;BIZKAIA;2.823,88;3.278,66;2.721,03;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;2.326,72;2.630,59;2.295,78;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;5.197,01;4.296,26;5.356,12;;;;
Hiriburak/Capitales de TTHH;Bilbao;2.968,63;3.414,13;2.953,27;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;1.657,47;1.488,54;1.680,86;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;2.669,03;2.536,57;2.687,01;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;2.756,76;3.270,43;2.581,39;;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea;2.222,07;2.460,85;2.197,04;;;;
Eskualde Egitura/Áreas funcionales;Enkarterri;1.993,73;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Goierri;2.094,34;2.579,04;2.005,91;;;;
Eskualde Egitura/Áreas funcionales;Bilbo Metropolitarra;2.901,93;3.405,68;2.794,33;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Behera;4.025,43;3.636,70;4.082,75;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;2.424,65;2.578,48;2.370,52;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena;2.070,71;2.233,57;1.993,23;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;2.485,32;2.633,47;2.421,31;;;;
Eskualde Egitura/Áreas funcionales;Arratia;1.848,21;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa;1.564,90;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Aiara;1.773,06;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena;2.104,99;2.662,14;1.919,27;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;2.906,64;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;2.215,86;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Urola Kostaldea;3.266,36;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 01;2.255,55;2.859,02;2.059,08;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 02;3.002,50;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 03;2.453,92;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 04;1.999,95;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 05;2.577,18;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 06;1.813,43;2.319,15;1.659,14;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 01;5.949,34;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 02;6.767,35;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 03;5.004,10;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 04;6.036,27;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 05;6.040,68;5.624,49;6.150,62;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 06;3.670,55;3.538,29;3.726,02;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 01;3.086,33;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 02;2.742,69;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 03;1.825,29;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 04;2.668,18;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 05;3.114,58;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 06;3.963,18;4.276,21;3.923,67;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 07;2.423,51;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 08;2.589,60;n.d.;n.d.;;;;
Udalerriak >40.000/Municipios >40.000;Irun;2.817,50;n.d.;n.d.;;;;
Udalerriak >40.000/Municipios >40.000;Errenteria;2.835,97;n.d.;n.d.;;;;
Udalerriak >40.000/Municipios >40.000;Barakaldo;2.875,51;3.498,64;2.388,29;;;;
Udalerriak >40.000/Municipios >40.000;Basauri;2.220,29;n.d.;n.d.;;;;
Udalerriak >40.000/Municipios >40.000;Getxo;3.619,91;3.233,05;3.658,84;;;;
Udalerriak >40.000/Municipios >40.000;Portugalete;2.481,46;n.d.;n.d.;;;;
Udalerriak >40.000/Municipios >40.000;Santurtzi;2.372,04;n.d.;n.d.;;;;
;;;;;;;;
;;;;;;;;
1.1.2.- Batez besteko prezioa azaleraren arabera (€/m2). 2022ko 1. hiruhilekoa;;;;;;;;
1.1.2.- Precio medio por superficie (€/m2). 01 trimestre 2022;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;< 40 m²;40 m² - 60 m²; 60 m² - 80 m²;> 80 m²;;;
Nazionala/Nacional;ESPAÑA;2.796,05;2.148,18;1.907,01;1.881,09;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;3.741,47;2.781,09;2.720,46;2.844,25;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;2.192,98;1.706,24;1.471,28;1.642,92;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.937,53;1.519,72;1.558,69;1.619,71;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.468,00;1.331,59;1.222,69;1.393,88;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;3.814,94;3.378,77;3.318,63;2.882,99;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;2.930,47;2.294,16;1.933,21;1.646,69;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;2.134,47;1.754,98;1.590,65;1.605,63;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.466,19;1.154,22;1.170,91;1.214,03;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;1.047,18;923,32;885,88;955,86;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;2.711,09;2.532,61;2.475,93;2.536,33;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;1.201,63;707,62;850,63;922,43;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;2.075,30;1.612,34;1.464,36;1.456,70;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;4.242,49;3.055,29;2.733,53;3.041,21;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.661,13;1.212,32;1.137,55;1.009,30;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;2.231,66;2.120,06;1.940,85;1.791,38;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;1.219,48;1.162,96;1.096,93;1.131,34;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.910,43;1.449,93;1.366,70;1.311,05;;;
;;;;;;;;
;;;;;;;;
1.1.3.- Batez besteko prezioa tipologiaren arabera (€/m2). 2022ko 1. hiruhilekoa;;;;;;;;
1.1.3.- Precio medio por tipología (€/m2). 01 trimestre 2022;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;PISUAK PISOS;ETXE ATXIKIAK ADOSADOS;FAMILIABAKARRA UNIFAMILIARES;;;;
Nazionala/Nacional;ESPAÑA;2.005,99;1.525,56;1.484,00;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.857,71;3.252,88;4.022,79;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.665,30;1.344,99;1.279,34;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.625,36;1.231,24;785,20;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.365,06;1.498,50;1.176,92;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;3.143,73;2.471,70;3.508,00;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;1.133,03;1.178,03;920,65;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;889,87;675,22;444,39;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.527,88;1.145,81;876,53;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.217,66;983,83;682,51;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;924,99;810,07;627,84;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;2.041,24;2.225,61;1.943,73;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.655,89;1.324,18;1.424,25;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;2.516,81;1.821,19;1.942,62;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;3.086,39;2.129,35;2.980,48;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.103,55;1.079,72;863,12;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.882,32;1.380,07;1.396,35;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.406,00;1.499,65;1.368,81;;;;
;;;;;;;;
;;;;;;;;
1.1.4.-  Etxebizitza erosteko batez besteko prezioa (€). 2022ko 1. hiruhilekoa;;;;;;;;
1.1.4.- Precio medio de compraventa de vivienda (€). 1 trimestre 2022;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                 ÁMBITO;OROKORRA GENERAL;BERRIA     NUEVA;ERABILIA USADA;;;;
Nazionala/Nacional;ESPAÑA;186.737,00;215.467,00;179.648,00;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;245.051,00;287.380,00;237.306,00;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;170.910,00;190.181,00;165.331,00;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;132.150,00;194.531,00;116.796,00;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;124.680,00;162.749,00;115.263,00;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;337.113,00;321.662,00;340.635,00;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;164.241,00;153.446,00;166.864,00;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;152.132,00;162.436,00;150.077,00;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;117.634,00;150.256,00;108.659,00;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;96.940,00;106.132,00;94.759,00;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;220.777,00;258.101,00;212.415,00;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;85.837,00;140.725,00;76.660,00;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;133.221,00;135.846,00;132.439,00;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;300.869,00;315.693,00;295.814,00;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;107.518,00;119.694,00;104.910,00;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;180.417,00;195.615,00;171.824,00;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;110.578,00;108.645,00;111.024,00;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;135.602,00;182.868,00;128.571,00;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;205.523,00;196.823,00;206.476,00;;;;
Lurraldea/TTHH;GIPUZKOA;269.919,00;284.786,00;267.754,00;;;;
Lurraldea/TTHH;BIZKAIA;240.037,00;300.181,00;226.435,00;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;212.040,00;203.959,00;212.863,00;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;443.480,00;462.130,00;440.186,00;;;;
Hiriburak/Capitales de TTHH;Bilbao;244.759,00;373.252,00;240.328,00;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;181.702,00;176.999,00;182.353,00;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;212.803,00;211.483,00;212.982,00;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;237.847,00;295.744,00;218.082,00;;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea;206.758,00;203.029,00;207.149,00;;;;
Eskualde Egitura/Áreas funcionales;Enkarterri;169.832,00;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Goierri;175.138,00;214.648,00;167.930,00;;;;
Eskualde Egitura/Áreas funcionales;Bilbo Metropolitarra;246.161,00;313.768,00;231.719,00;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Behera;326.321,00;358.434,00;321.586,00;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;216.725,00;240.231,00;208.454,00;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena;155.188,00;166.214,00;149.943,00;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;204.471,00;218.874,00;198.248,00;;;;
Eskualde Egitura/Áreas funcionales;Arratia;163.209,00;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa;252.165,00;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Aiara;157.543,00;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena;172.513,00;236.623,00;151.143,00;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;288.744,00;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;189.889,00;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Urola Kostaldea;282.347,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 01;138.113,00;173.728,00;126.518,00;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 02;317.404,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 03;231.119,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 04;174.685,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 05;215.456,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 06;184.489,00;177.482,00;186.626,00;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 01;397.654,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 02;676.234,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 03;372.309,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 04;541.004,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 05;447.198,00;402.311,00;459.055,00;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 06;332.766,00;430.390,00;291.828,00;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 01;261.537,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 02;197.734,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 03;131.256,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 04;177.284,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 05;236.122,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 06;442.163,00;573.423,00;425.596,00;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 07;204.323,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 08;206.801,00;n.d.;n.d.;;;;
Udalerriak >40.000/Municipios >40.000;Irun;208.332,00;n.d.;n.d.;;;;
Udalerriak >40.000/Municipios >40.000;Errenteria;200.822,00;n.d.;n.d.;;;;
Udalerriak >40.000/Municipios >40.000;Barakaldo;235.269,00;321.654,00;167.726,00;;;;
Udalerriak >40.000/Municipios >40.000;Basauri;169.855,00;n.d.;n.d.;;;;
Udalerriak >40.000/Municipios >40.000;Getxo;381.953,00;452.643,00;374.840,00;;;;
Udalerriak >40.000/Municipios >40.000;Portugalete;180.455,00;n.d.;n.d.;;;;
Udalerriak >40.000/Municipios >40.000;Santurtzi;166.319,00;n.d.;n.d.;;;;
;;;;;;;;
;;;;;;;;
1.1.5.- Etxebizitza babestua erosteko batez besteko prezioa (€). 2022ko 1. hiruhilekoa;;;;;;;;
1.1.5.- Precio medio de compraventa de la vivienda protegida (€). 1 trimestre 2022;;;;;;;;
;;;;;;;;
"BANATZEA  
 DESGLOSE";EREMUA                                                 ÁMBITO;BERRIA     NUEVA (€);;;;;;
Nazionala/Nacional;ESPAÑA;147.632,52;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;194.243,67;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;160.823,87;;;;;;
Lurraldea/TTHH;GIPUZKOA;158.278,02;;;;;;
